filename,method,N,KL_MAP,KL_reconstruct
N_10_1_G_3_1.csv,bayes,100,0.0047333682887256145,0.00594636145979166
N_10_1_G_4_1.csv,bayes,100,0.009166025556623936,0.007793003227561712
N_10_1_G_5_1.csv,bayes,100,0.013018360361456871,0.013557465746998787
N_10_1_G_6_1.csv,bayes,100,0.007829679176211357,0.006021434906870127
N_10_1_G_7_1.csv,bayes,100,0.00226878235116601,0.005840806756168604
N_10_1_G_8_1.csv,bayes,100,0.010106517001986504,0.01787019520998001
N_10_1_G_9_1.csv,bayes,100,0.023618925362825394,0.029239248484373093
N_10_1_G_3_1.csv,bayes,316,0.0032433790620416403,0.004561097361147404
N_10_1_G_4_1.csv,bayes,316,0.00075723190093413,0.0007796951103955507
N_10_1_G_5_1.csv,bayes,316,0.0002560683060437441,0.0003133431891910732
N_10_1_G_6_1.csv,bayes,316,0.0049706413410604,0.004729125183075666
N_10_1_G_7_1.csv,bayes,316,0.0023947912268340588,0.002421728800982237
N_10_1_G_8_1.csv,bayes,316,0.00325033999979496,0.0028170153964310884
N_10_1_G_9_1.csv,bayes,316,0.0068449354730546474,0.0070572965778410435
N_10_1_G_3_1.csv,bayes,1000,0.0032295205164700747,0.003392176004126668
N_10_1_G_4_1.csv,bayes,1000,0.0008922302513383329,0.0009489867370575666
N_10_1_G_5_1.csv,bayes,1000,0.00026948878075927496,0.0004002765053883195
N_10_1_G_6_1.csv,bayes,1000,0.0011642595054581761,0.0010008662939071655
N_10_1_G_7_1.csv,bayes,1000,0.002712579909712076,0.002409747801721096
N_10_1_G_8_1.csv,bayes,1000,0.0011029671877622604,0.0014738159952685237
N_10_1_G_9_1.csv,bayes,1000,0.0002675944706425071,0.000274967955192551
N_10_1_G_3_1.csv,bayes,3160,0.0026782271452248096,0.0029238713905215263
N_10_1_G_4_1.csv,bayes,3160,2.20966394408606e-05,2.3199880160973407e-05
N_10_1_G_5_1.csv,bayes,3160,0.0007578186341561377,0.0008021945250220597
N_10_1_G_6_1.csv,bayes,3160,0.0005293164867907763,0.0005031308392062783
N_10_1_G_7_1.csv,bayes,3160,0.0006414885283447802,0.0005860261735506356
N_10_1_G_8_1.csv,bayes,3160,0.00026531241019256413,0.00024886379833333194
N_10_1_G_9_1.csv,bayes,3160,4.5110642531653866e-05,6.201972428243607e-05
N_10_1_G_3_1.csv,bayes,10000,1.5738945876364596e-05,1.862834506027866e-05
N_10_1_G_4_1.csv,bayes,10000,0.00015723251271992922,0.00016692298231646419
N_10_1_G_5_1.csv,bayes,10000,0.0001324713375652209,0.00014974082296248525
N_10_1_G_6_1.csv,bayes,10000,4.7862464271020144e-05,4.7442161303479224e-05
