filename,method,N,KL_MAP,KL_reconstruct
N_10_1_G_7_1.csv,bayes,10000,0.0003843681188300252,0.0003880788281094283
N_10_1_G_8_1.csv,bayes,10000,0.0001638460817048326,0.00016238026728387922
N_10_1_G_9_1.csv,bayes,10000,1.6919469999265857e-05,1.4567243852070533e-05
N_10_1_G_3_1.csv,npbayes,100,0.13879618048667908,0.1924346536397934
N_10_1_G_3_1.csv,npbayes,316,0.07891708612442017,0.13420264422893524
N_10_1_G_3_1.csv,npbayes,1000,0.05107170343399048,0.03479086607694626
N_10_1_G_3_1.csv,npbayes,3160,0.033227935433387756,0.07181238383054733
N_10_1_G_3_1.csv,npbayes,10000,0.01102045550942421,0.016324948519468307
N_10_1_G_4_1.csv,npbayes,100,0.1139158084988594,0.07799527049064636
N_10_1_G_4_1.csv,npbayes,316,0.019351961091160774,0.07124254107475281
N_10_1_G_4_1.csv,npbayes,1000,0.01951216720044613,0.06419404596090317
N_10_1_G_4_1.csv,npbayes,3160,0.013371904380619526,0.03935294598340988
N_10_1_G_4_1.csv,npbayes,10000,0.011727897450327873,0.016420839354395866
N_10_1_G_5_1.csv,npbayes,100,0.12404465675354004,0.16352932155132294
N_10_1_G_5_1.csv,npbayes,316,0.03769572824239731,0.051122862845659256
N_10_1_G_5_1.csv,npbayes,1000,0.02583853341639042,0.01260886900126934
N_10_1_G_5_1.csv,npbayes,3160,0.008794313296675682,0.013070248998701572
N_10_1_G_5_1.csv,npbayes,10000,0.0562710277736187,0.11242510378360748
N_10_1_G_6_1.csv,npbayes,100,0.13043873012065887,0.21010573208332062
N_10_1_G_6_1.csv,npbayes,316,0.08841545134782791,0.13362371921539307
N_10_1_G_6_1.csv,npbayes,1000,0.0347222276031971,0.043039508163928986
N_10_1_G_6_1.csv,npbayes,3160,0.015129473991692066,0.008708476088941097
N_10_1_G_6_1.csv,npbayes,10000,0.03920548036694527,0.050493497401475906
N_10_1_G_7_1.csv,npbayes,100,0.07068029791116714,0.12283781915903091
N_10_1_G_7_1.csv,npbayes,316,0.06945706158876419,0.13521644473075867
N_10_1_G_7_1.csv,npbayes,1000,0.047588370740413666,0.1031256914138794
N_10_1_G_7_1.csv,npbayes,3160,0.02525392547249794,0.036711521446704865
N_10_1_G_7_1.csv,npbayes,10000,0.007519757375121117,0.011097601614892483
N_10_1_G_8_1.csv,npbayes,100,0.03751131519675255,0.1874329298734665
N_10_1_G_8_1.csv,npbayes,316,0.0859488695859909,0.10111568123102188
N_10_1_G_8_1.csv,npbayes,1000,0.03723322972655296,0.08893565833568573
N_10_1_G_8_1.csv,npbayes,3160,0.06940655410289764,0.03816070035099983
N_10_1_G_8_1.csv,npbayes,10000,0.0048057870008051395,0.01208026334643364
N_10_1_G_9_1.csv,npbayes,100,0.04166467487812042,0.038686998188495636
N_10_1_G_9_1.csv,npbayes,316,0.04204486310482025,0.059871792793273926
N_10_1_G_9_1.csv,npbayes,1000,0.03176431730389595,0.033146973699331284
N_10_1_G_9_1.csv,npbayes,3160,0.0070473807863891125,0.02402164787054062
N_10_1_G_9_1.csv,npbayes,10000,0.003216869430616498,0.018518900498747826
N_10_1_G_3_1.csv,NF,100,0.18577077984809875,0.18577077984809875
N_10_1_G_3_1.csv,NF,316,0.04174230620265007,0.04174230620265007
N_10_1_G_3_1.csv,NF,1000,0.022795982658863068,0.022795982658863068
N_10_1_G_3_1.csv,NF,3160,0.016592517495155334,0.016592517495155334
N_10_1_G_3_1.csv,NF,10000,0.011454087682068348,0.011454087682068348
N_10_1_G_4_1.csv,NF,100,0.0443321131169796,0.0443321131169796
N_10_1_G_4_1.csv,NF,316,0.006365013774484396,0.006365013774484396
N_10_1_G_4_1.csv,NF,1000,0.006175149232149124,0.006175149232149124
N_10_1_G_4_1.csv,NF,3160,0.002300337655469775,0.002300337655469775
N_10_1_G_4_1.csv,NF,10000,0.004385423846542835,0.004385423846542835
N_10_1_G_5_1.csv,NF,100,0.030083393678069115,0.030083393678069115
N_10_1_G_5_1.csv,NF,316,0.008765394799411297,0.008765394799411297
N_10_1_G_5_1.csv,NF,1000,0.0023165626917034388,0.0023165626917034388
N_10_1_G_5_1.csv,NF,3160,0.002762366319075227,0.002762366319075227
N_10_1_G_5_1.csv,NF,10000,0.0028078658506274223,0.0028078658506274223
N_10_1_G_6_1.csv,NF,100,0.021707601845264435,0.021707601845264435
N_10_1_G_6_1.csv,NF,316,0.023281117901206017,0.023281117901206017
N_10_1_G_6_1.csv,NF,1000,0.0033862388227134943,0.0033862388227134943
N_10_1_G_6_1.csv,NF,3160,0.001702162204310298,0.001702162204310298
N_10_1_G_6_1.csv,NF,10000,0.0015426359605044127,0.0015426359605044127
N_10_1_G_7_1.csv,NF,100,0.016128262504935265,0.016128262504935265
N_10_1_G_7_1.csv,NF,316,0.01835470460355282,0.01835470460355282
N_10_1_G_7_1.csv,NF,1000,0.004447151441127062,0.004447151441127062
N_10_1_G_7_1.csv,NF,3160,0.0016935317544266582,0.0016935317544266582
N_10_1_G_7_1.csv,NF,10000,0.0013994693290442228,0.0013994693290442228
N_10_1_G_8_1.csv,NF,100,0.09314689040184021,0.09314689040184021
N_10_1_G_8_1.csv,NF,316,0.09991863369941711,0.09991863369941711
N_10_1_G_8_1.csv,NF,1000,0.005319149699062109,0.005319149699062109
N_10_1_G_8_1.csv,NF,3160,0.0008943364955484867,0.0008943364955484867
N_10_1_G_8_1.csv,NF,10000,0.0013056532479822636,0.0013056532479822636
N_10_1_G_9_1.csv,NF,100,0.05323916673660278,0.05323916673660278
N_10_1_G_9_1.csv,NF,316,0.028589803725481033,0.028589803725481033
N_10_1_G_9_1.csv,NF,1000,0.004783792421221733,0.004783792421221733
N_10_1_G_9_1.csv,NF,3160,0.0010388204827904701,0.0010388204827904701
N_10_1_G_9_1.csv,NF,10000,0.0006831289501860738,0.0006831289501860738
